Primary County Coordinates;County;City;Year;Estimate
(42.7341351, -94.6787466);Pocahontas;GILMORE CITY;2015;216.0
(42.7341351, -94.6787466);Pocahontas;HAVELOCK;2014;133.0
(42.7341351, -94.6787466);Pocahontas;BALANCE OF POCAHONTAS COUNTY;2014;2301.0
(42.7378346, -94.6787466);Pocahontas;FONDA;2014;616.0
(42.7341351, -94.6787466);Pocahontas;PLOVER;2014;75.0
(42.7341351, -94.6787466);Pocahontas;PALMER;2014;160.0
(42.7341351, -94.6787466);Pocahontas;VARINA;2014;69.0
(42.7341351, -94.6787466);Pocahontas;LAURENS;2014;1200.0
(42.7341351, -94.6787466);Pocahontas;GILMORE CITY;2014;222.0
(42.7341351, -94.6787466);Pocahontas;ROLFE;2014;568.0
(42.7341351, -94.6787466);Pocahontas;POCAHONTAS;2014;1752.0
(42.7341351, -94.6787466);Pocahontas;ROLFE;2013;568.0
(42.7341351, -94.6787466);Pocahontas;LAURENS;2013;1221.0
(42.7341351, -94.6787466);Pocahontas;POCAHONTAS;2013;1746.0
(42.7341351, -94.6787466);Pocahontas;GILMORE CITY;2013;222.0
(42.7341351, -94.6787466);Pocahontas;PALMER;2013;159.0
(42.7378346, -94.6787466);Pocahontas;FONDA;2013;613.0
(42.7341351, -94.6787466);Pocahontas;BALANCE OF POCAHONTAS COUNTY;2013;2304.0
(42.7341351, -94.6787466);Pocahontas;PLOVER;2013;75.0
(42.7341351, -94.6787466);Pocahontas;HAVELOCK;2013;133.0
(42.7341351, -94.6787466);Pocahontas;VARINA;2013;69.0
(42.7341351, -94.6787466);Pocahontas;GILMORE CITY;2012;220.0
(42.7341351, -94.6787466);Pocahontas;LAURENS;2012;1232.0
(42.7341351, -94.6787466);Pocahontas;POCAHONTAS;2012;1750.0
(42.7341351, -94.6787466);Pocahontas;BALANCE OF POCAHONTAS COUNTY;2012;2318.0
(42.7378346, -94.6787466);Pocahontas;FONDA;2012;611.0
(42.7341351, -94.6787466);Pocahontas;VARINA;2012;69.0
(42.7341351, -94.6787466);Pocahontas;ROLFE;2012;570.0
(42.7341351, -94.6787466);Pocahontas;PALMER;2012;162.0
(42.7341351, -94.6787466);Pocahontas;PLOVER;2012;75.0
(42.7341351, -94.6787466);Pocahontas;HAVELOCK;2012;134.0
(42.7341351, -94.6787466);Pocahontas;PALMER;2011;163.0
(42.7341351, -94.6787466);Pocahontas;ROLFE;2011;576.0
(42.7341351, -94.6787466);Pocahontas;HAVELOCK;2011;136.0
(42.7341351, -94.6787466);Pocahontas;VARINA;2011;70.0
(42.7378346, -94.6787466);Pocahontas;FONDA;2011;620.0
(42.7341351, -94.6787466);Pocahontas;BALANCE OF POCAHONTAS COUNTY;2011;2339.0
(42.7341351, -94.6787466);Pocahontas;GILMORE CITY;2011;220.0
(42.7341351, -94.6787466);Pocahontas;PLOVER;2011;76.0
(42.7341351, -94.6787466);Pocahontas;POCAHONTAS;2011;1755.0
(42.7341351, -94.6787466);Pocahontas;LAURENS;2011;1247.0
(42.7378346, -94.6787466);Pocahontas;FONDA;2010;629.0
(42.7341351, -94.6787466);Pocahontas;PLOVER;2010;77.0
(42.7341351, -94.6787466);Pocahontas;LAURENS;2010;1256.0
(42.7341351, -94.6787466);Pocahontas;ROLFE;2010;582.0
(42.7341351, -94.6787466);Pocahontas;HAVELOCK;2010;138.0
(42.7341351, -94.6787466);Pocahontas;PALMER;2010;165.0
(42.7341351, -94.6787466);Pocahontas;BALANCE OF POCAHONTAS COUNTY;2010;2365.0
(42.7341351, -94.6787466);Pocahontas;VARINA;2010;71.0
(42.7341351, -94.6787466);Pocahontas;GILMORE CITY;2010;222.0
(42.7341351, -94.6787466);Pocahontas;POCAHONTAS;2010;1784.0
(42.7341351, -94.6787466);Pocahontas;POCAHONTAS;2010;1789.0
(42.7341351, -94.6787466);Pocahontas;ROLFE;2010;584.0
(42.7341351, -94.6787466);Pocahontas;VARINA;2010;71.0
(42.7378346, -94.6787466);Pocahontas;FONDA;2010;631.0
(42.7341351, -94.6787466);Pocahontas;LAURENS;2010;1258.0
(42.7341351, -94.6787466);Pocahontas;GILMORE CITY;2010;223.0
(42.7341351, -94.6787466);Pocahontas;HAVELOCK;2010;138.0
(42.7341351, -94.6787466);Pocahontas;PALMER;2010;165.0
(42.7341351, -94.6787466);Pocahontas;BALANCE OF POCAHONTAS COUNTY;2010;2374.0
(42.7341351, -94.6787466);Pocahontas;PLOVER;2010;77.0
(41.6855048, -93.5735335);Polk;SHELDAHL;2017;140.0
(41.6855048, -93.5735335);Polk;WINDSOR HEIGHTS;2017;4953.0
(41.6855048, -93.5735335);Polk;URBANDALE;2017;33110.0
(41.6855048, -93.5735335);Polk;BONDURANT;2017;6178.0
(41.6855048, -93.5735335);Polk;BALANCE OF POLK COUNTY;2017;28822.0
(42.7341351, -93.5735335);Polk;ALLEMAN;2017;458.0
(41.6855048, -93.5735335);Polk;ALTOONA;2017;18699.0
(41.6855048, -93.5735335);Polk;CARLISLE;2017;98.0
(41.6855048, -93.5735335);Polk;ELKHART;2017;812.0
(41.6855048, -93.5735335);Polk;WEST DES MOINES;2017;45240.0
(41.6855048, -93.5735335);Polk;MITCHELLVILLE;2017;2277.0
(41.6855048, -93.5735335);Polk;GRANGER;2017;252.0
(41.6855048, -93.5735335);Polk;DES MOINES;2017;217295.0
(41.6855048, -93.5735335);Polk;JOHNSTON;2017;21562.0
(41.6855048, -93.5735335);Polk;POLK CITY;2017;4646.0
(41.6855048, -93.5735335);Polk;RUNNELLS;2017;520.0
(41.6855048, -93.5735335);Polk;GRIMES;2017;12726.0
(41.6855048, -93.5735335);Polk;ANKENY;2017;62416.0
(41.6855048, -93.5735335);Polk;CLIVE;2017;11753.0
(41.6855048, -93.5735335);Polk;PLEASANT HILL;2017;9873.0
(41.6855048, -93.5735335);Polk;NORWALK;2017;0.0
(41.6855048, -93.5735335);Polk;CLIVE;2016;11858.0
(41.6855048, -93.5735335);Polk;WINDSOR HEIGHTS;2016;5010.0
(41.6855048, -93.5735335);Polk;RUNNELLS;2016;522.0
(41.6855048, -93.5735335);Polk;ELKHART;2016;799.0
(42.7341351, -93.5735335);Polk;ALLEMAN;2016;459.0
(41.6855048, -93.5735335);Polk;BONDURANT;2016;5793.0
(41.6855048, -93.5735335);Polk;SHELDAHL;2016;139.0
(41.6855048, -93.5735335);Polk;GRANGER;2016;248.0
(41.6855048, -93.5735335);Polk;JOHNSTON;2016;21107.0
(41.6855048, -93.5735335);Polk;BALANCE OF POLK COUNTY;2016;28870.0
(41.6855048, -93.5735335);Polk;CARLISLE;2016;96.0
(41.6855048, -93.5735335);Polk;GRIMES;2016;11902.0
(41.6855048, -93.5735335);Polk;PLEASANT HILL;2016;9856.0
(41.6855048, -93.5735335);Polk;NORWALK;2016;0.0
(41.6855048, -93.5735335);Polk;POLK CITY;2016;4449.0
(41.6855048, -93.5735335);Polk;URBANDALE;2016;33103.0
(41.6855048, -93.5735335);Polk;WEST DES MOINES;2016;45199.0
(41.6855048, -93.5735335);Polk;MITCHELLVILLE;2016;2293.0
(41.6855048, -93.5735335);Polk;DES MOINES;2016;216358.0
(41.6855048, -93.5735335);Polk;ALTOONA;2016;18068.0
(41.6855048, -93.5735335);Polk;ANKENY;2016;58639.0
(41.6855048, -93.5735335);Polk;GRANGER;2015;245.0
(41.6855048, -93.5735335);Polk;ALTOONA;2015;17515.0
(41.6855048, -93.5735335);Polk;DES MOINES;2015;214932.0
(41.6855048, -93.5735335);Polk;BONDURANT;2015;5401.0
(41.6855048, -93.5735335);Polk;POLK CITY;2015;4338.0
(42.7341351, -93.5735335);Polk;ALLEMAN;2015;454.0
(41.6855048, -93.5735335);Polk;URBANDALE;2015;33063.0
(41.6855048, -93.5735335);Polk;PLEASANT HILL;2015;9570.0
(41.6855048, -93.5735335);Polk;RUNNELLS;2015;523.0
(41.6855048, -93.5735335);Polk;GRIMES;2015;11281.0
(41.6855048, -93.5735335);Polk;CARLISLE;2015;96.0
(41.6855048, -93.5735335);Polk;WEST DES MOINES;2015;45204.0
(41.6855048, -93.5735335);Polk;SHELDAHL;2015;137.0
(41.6855048, -93.5735335);Polk;MITCHELLVILLE;2015;2399.0
(41.6855048, -93.5735335);Polk;WINDSOR HEIGHTS;2015;5021.0
(41.6855048, -93.5735335);Polk;ELKHART;2015;771.0
(41.6855048, -93.5735335);Polk;ANKENY;2015;56114.0
(41.6855048, -93.5735335);Polk;CLIVE;2015;11851.0
(41.6855048, -93.5735335);Polk;BALANCE OF POLK COUNTY;2015;28643.0
(41.6855048, -93.5735335);Polk;JOHNSTON;2015;19694.0
(41.6855048, -93.5735335);Polk;NORWALK;2015;0.0
(41.6855048, -93.5735335);Polk;WINDSOR HEIGHTS;2014;4992.0
(41.6855048, -93.5735335);Polk;ANKENY;2014;53297.0
(41.6855048, -93.5735335);Polk;PLEASANT HILL;2014;9388.0
(41.6855048, -93.5735335);Polk;BONDURANT;2014;5095.0
(41.6855048, -93.5735335);Polk;GRANGER;2014;240.0
(41.6855048, -93.5735335);Polk;CLIVE;2014;11704.0
(41.6855048, -93.5735335);Polk;BALANCE OF POLK COUNTY;2014;28213.0
(41.6855048, -93.5735335);Polk;WEST DES MOINES;2014;45923.0
(41.6855048, -93.5735335);Polk;JOHNSTON;2014;19487.0
(41.6855048, -93.5735335);Polk;NORWALK;2014;0.0
(41.6855048, -93.5735335);Polk;RUNNELLS;2014;519.0
(41.6855048, -93.5735335);Polk;CARLISLE;2014;95.0
(41.6855048, -93.5735335);Polk;POLK CITY;2014;4179.0
(41.6855048, -93.5735335);Polk;MITCHELLVILLE;2014;2311.0
(41.6855048, -93.5735335);Polk;ALTOONA;2014;16508.0
(41.6855048, -93.5735335);Polk;GRIMES;2014;10179.0
(42.7341351, -93.5735335);Polk;ALLEMAN;2014;447.0
(41.6855048, -93.5735335);Polk;SHELDAHL;2014;136.0
(41.6855048, -93.5735335);Polk;DES MOINES;2014;213671.0
(41.6855048, -93.5735335);Polk;ELKHART;2014;739.0
(41.6855048, -93.5735335);Polk;URBANDALE;2014;33170.0
(41.6855048, -93.5735335);Polk;BONDURANT;2013;4799.0
(41.6855048, -93.5735335);Polk;ELKHART;2013;718.0
(41.6855048, -93.5735335);Polk;SHELDAHL;2013;138.0
(41.6855048, -93.5735335);Polk;NORWALK;2013;0.0
(41.6855048, -93.5735335);Polk;JOHNSTON;2013;19047.0
(41.6855048, -93.5735335);Polk;MITCHELLVILLE;2013;2230.0
(41.6855048, -93.5735335);Polk;CLIVE;2013;11370.0
(42.7341351, -93.5735335);Polk;ALLEMAN;2013;450.0
(41.6855048, -93.5735335);Polk;RUNNELLS;2013;519.0
(41.6855048, -93.5735335);Polk;CARLISLE;2013;92.0
(41.6855048, -93.5735335);Polk;ALTOONA;2013;15972.0
(41.6855048, -93.5735335);Polk;URBANDALE;2013;33318.0
(41.6855048, -93.5735335);Polk;POLK CITY;2013;3957.0
(41.6855048, -93.5735335);Polk;BALANCE OF POLK COUNTY;2013;28078.0
(41.6855048, -93.5735335);Polk;PLEASANT HILL;2013;9289.0
(41.6855048, -93.5735335);Polk;GRIMES;2013;9609.0
(41.6855048, -93.5735335);Polk;WINDSOR HEIGHTS;2013;4992.0
(41.6855048, -93.5735335);Polk;WEST DES MOINES;2013;45108.0
(41.6855048, -93.5735335);Polk;DES MOINES;2013;211334.0
(41.6855048, -93.5735335);Polk;ANKENY;2013;50778.0
(41.6855048, -93.5735335);Polk;GRANGER;2013;234.0
(41.6855048, -93.5735335);Polk;DES MOINES;2012;209742.0
(41.6855048, -93.5735335);Polk;WINDSOR HEIGHTS;2012;4966.0
(41.6855048, -93.5735335);Polk;GRIMES;2012;9190.0
(41.6855048, -93.5735335);Polk;URBANDALE;2012;33052.0
(42.7341351, -93.5735335);Polk;ALLEMAN;2012;445.0
(41.6855048, -93.5735335);Polk;RUNNELLS;2012;519.0
(41.6855048, -93.5735335);Polk;JOHNSTON;2012;18209.0
(41.6855048, -93.5735335);Polk;NORWALK;2012;0.0
(41.6855048, -93.5735335);Polk;ELKHART;2012;707.0
(41.6855048, -93.5735335);Polk;ALTOONA;2012;15681.0
(41.6855048, -93.5735335);Polk;ANKENY;2012;48358.0
(41.6855048, -93.5735335);Polk;MITCHELLVILLE;2012;2255.0
(41.6855048, -93.5735335);Polk;GRANGER;2012;229.0
(41.6855048, -93.5735335);Polk;SHELDAHL;2012;137.0
(41.6855048, -93.5735335);Polk;WEST DES MOINES;2012;44616.0
(41.6855048, -93.5735335);Polk;BONDURANT;2012;4344.0
(41.6855048, -93.5735335);Polk;POLK CITY;2012;3701.0
(41.6855048, -93.5735335);Polk;CARLISLE;2012;89.0
(41.6855048, -93.5735335);Polk;PLEASANT HILL;2012;9164.0
(41.6855048, -93.5735335);Polk;BALANCE OF POLK COUNTY;2012;27781.0
(41.6855048, -93.5735335);Polk;CLIVE;2012;11117.0
(41.6855048, -93.5735335);Polk;SHELDAHL;2011;135.0
(41.6855048, -93.5735335);Polk;ELKHART;2011;690.0
(41.6855048, -93.5735335);Polk;PLEASANT HILL;2011;8984.0
(41.6855048, -93.5735335);Polk;GRIMES;2011;8825.0
(41.6855048, -93.5735335);Polk;RUNNELLS;2011;513.0
(42.7341351, -93.5735335);Polk;ALLEMAN;2011;440.0
(41.6855048, -93.5735335);Polk;CLIVE;2011;10985.0
(41.6855048, -93.5735335);Polk;NORWALK;2011;0.0
(41.6855048, -93.5735335);Polk;CARLISLE;2011;88.0
(41.6855048, -93.5735335);Polk;URBANDALE;2011;33197.0
(41.6855048, -93.5735335);Polk;WINDSOR HEIGHTS;2011;4914.0
(41.6855048, -93.5735335);Polk;ALTOONA;2011;14946.0
(41.6855048, -93.5735335);Polk;JOHNSTON;2011;17766.0
(41.6855048, -93.5735335);Polk;ANKENY;2011;47038.0
(41.6855048, -93.5735335);Polk;MITCHELLVILLE;2011;2211.0
(41.6855048, -93.5735335);Polk;DES MOINES;2011;207228.0
(41.6855048, -93.5735335);Polk;POLK CITY;2011;3552.0
(41.6855048, -93.5735335);Polk;GRANGER;2011;224.0
(41.6855048, -93.5735335);Polk;BONDURANT;2011;4154.0
(41.6855048, -93.5735335);Polk;BALANCE OF POLK COUNTY;2011;27367.0
(41.6855048, -93.5735335);Polk;WEST DES MOINES;2011;44880.0
(42.7341351, -93.5735335);Polk;ALLEMAN;2010;434.0
(41.6855048, -93.5735335);Polk;ALTOONA;2010;14667.0
(41.6855048, -93.5735335);Polk;POLK CITY;2010;3453.0
(41.6855048, -93.5735335);Polk;DES MOINES;2010;204687.0
(41.6855048, -93.5735335);Polk;CARLISLE;2010;87.0
(41.6855048, -93.5735335);Polk;ANKENY;2010;45837.0
(41.6855048, -93.5735335);Polk;URBANDALE;2010;33089.0
(41.6855048, -93.5735335);Polk;JOHNSTON;2010;17373.0
(41.6855048, -93.5735335);Polk;MITCHELLVILLE;2010;2234.0
(41.6855048, -93.5735335);Polk;SHELDAHL;2010;134.0
(41.6855048, -93.5735335);Polk;BALANCE OF POLK COUNTY;2010;27065.0
(41.6855048, -93.5735335);Polk;CLIVE;2010;10787.0
(41.6855048, -93.5735335);Polk;GRIMES;2010;8353.0
(41.6855048, -93.5735335);Polk;WEST DES MOINES;2010;44968.0
(41.6855048, -93.5735335);Polk;GRANGER;2010;213.0
(41.6855048, -93.5735335);Polk;NORWALK;2010;0.0
(41.6855048, -93.5735335);Polk;PLEASANT HILL;2010;8840.0
(41.6855048, -93.5735335);Polk;WINDSOR HEIGHTS;2010;4884.0
(41.6855048, -93.5735335);Polk;RUNNELLS;2010;509.0
(41.6855048, -93.5735335);Polk;BONDURANT;2010;3924.0
(41.6855048, -93.5735335);Polk;ELKHART;2010;685.0
(42.7341351, -93.5735335);Polk;ALLEMAN;2010;432.0
(41.6855048, -93.5735335);Polk;MITCHELLVILLE;2010;2228.0
(41.6855048, -93.5735335);Polk;POLK CITY;2010;3418.0
(41.6855048, -93.5735335);Polk;CLIVE;2010;10730.0
(41.6855048, -93.5735335);Polk;DES MOINES;2010;203419.0
(41.6855048, -93.5735335);Polk;WEST DES MOINES;2010;44999.0
(41.6855048, -93.5735335);Polk;GRANGER;2010;212.0
(41.6855048, -93.5735335);Polk;ANKENY;2010;45582.0
(41.6855048, -93.5735335);Polk;NORWALK;2010;0.0
(41.6855048, -93.5735335);Polk;ALTOONA;2010;14541.0
(41.6855048, -93.5735335);Polk;WINDSOR HEIGHTS;2010;4860.0
(41.6855048, -93.5735335);Polk;JOHNSTON;2010;17278.0
(41.6855048, -93.5735335);Polk;ELKHART;2010;683.0
(41.6855048, -93.5735335);Polk;URBANDALE;2010;33126.0
(41.6855048, -93.5735335);Polk;SHELDAHL;2010;134.0
(41.6855048, -93.5735335);Polk;BONDURANT;2010;3860.0
(41.6855048, -93.5735335);Polk;PLEASANT HILL;2010;8785.0
(41.6855048, -93.5735335);Polk;GRIMES;2010;8232.0
(41.6855048, -93.5735335);Polk;RUNNELLS;2010;507.0
(41.6855048, -93.5735335);Polk;CARLISLE;2010;87.0
(41.6855048, -93.5735335);Polk;BALANCE OF POLK COUNTY;2010;27527.0
(41.3366123, -95.5423935);Pottawattamie;CARSON;2017;813.0
(41.3366123, -95.5423935);Pottawattamie;CRESCENT;2017;614.0
(41.3366123, -95.5423935);Pottawattamie;OAKLAND;2017;1506.0
(41.3366123, -95.5423935);Pottawattamie;MACEDONIA;2017;243.0
(41.3366123, -95.5423935);Pottawattamie;HANCOCK;2017;195.0
(41.3366123, -95.5423935);Pottawattamie;MCCLELLAND;2017;152.0
(41.3366123, -95.5423935);Pottawattamie;TREYNOR;2017;960.0
(41.3366123, -95.5423935);Pottawattamie;COUNCIL BLUFFS;2017;62316.0
(41.3366123, -95.5423935);Pottawattamie;BALANCE OF POTTAWATTAMIE COUNTY;2017;18079.0
(41.3366123, -95.5423935);Pottawattamie;MINDEN;2017;589.0
(41.3366123, -95.5423935);Pottawattamie;NEOLA;2017;866.0
(41.3366123, -95.5423935);Pottawattamie;UNDERWOOD;2017;948.0
(41.3366123, -95.5423935);Pottawattamie;WALNUT;2017;777.0
(41.3366123, -95.5423935);Pottawattamie;SHELBY;2017;23.0
(41.6855048, -95.5423935);Pottawattamie;AVOCA;2017;1518.0
(41.3366123, -95.5423935);Pottawattamie;CARTER LAKE;2017;3787.0
(41.3366123, -95.5423935);Pottawattamie;HANCOCK;2016;196.0
(41.3366123, -95.5423935);Pottawattamie;SHELBY;2016;23.0
(41.3366123, -95.5423935);Pottawattamie;MACEDONIA;2016;242.0
(41.3366123, -95.5423935);Pottawattamie;WALNUT;2016;779.0
(41.3366123, -95.5423935);Pottawattamie;BALANCE OF POTTAWATTAMIE COUNTY;2016;18098.0
(41.3366123, -95.5423935);Pottawattamie;NEOLA;2016;859.0
(41.3366123, -95.5423935);Pottawattamie;CARSON;2016;813.0
(41.3366123, -95.5423935);Pottawattamie;CRESCENT;2016;616.0
(41.3366123, -95.5423935);Pottawattamie;MCCLELLAND;2016;152.0
(41.6855048, -95.5423935);Pottawattamie;AVOCA;2016;1514.0
(41.3366123, -95.5423935);Pottawattamie;TREYNOR;2016;951.0
(41.3366123, -95.5423935);Pottawattamie;COUNCIL BLUFFS;2016;62425.0
(41.3366123, -95.5423935);Pottawattamie;OAKLAND;2016;1511.0
(41.3366123, -95.5423935);Pottawattamie;CARTER LAKE;2016;3796.0
(41.3366123, -95.5423935);Pottawattamie;UNDERWOOD;2016;942.0
(41.3366123, -95.5423935);Pottawattamie;MINDEN;2016;591.0
(41.3366123, -95.5423935);Pottawattamie;OAKLAND;2015;1512.0
(41.3366123, -95.5423935);Pottawattamie;WALNUT;2015;782.0
(41.3366123, -95.5423935);Pottawattamie;MINDEN;2015;591.0
(41.3366123, -95.5423935);Pottawattamie;HANCOCK;2015;196.0
(41.3366123, -95.5423935);Pottawattamie;SHELBY;2015;23.0
(41.3366123, -95.5423935);Pottawattamie;BALANCE OF POTTAWATTAMIE COUNTY;2015;18054.0
(41.3366123, -95.5423935);Pottawattamie;MACEDONIA;2015;242.0
(41.3366123, -95.5423935);Pottawattamie;CRESCENT;2015;617.0
(41.3366123, -95.5423935);Pottawattamie;COUNCIL BLUFFS;2015;62511.0
(41.3366123, -95.5423935);Pottawattamie;MCCLELLAND;2015;152.0
(41.6855048, -95.5423935);Pottawattamie;AVOCA;2015;1499.0
(41.3366123, -95.5423935);Pottawattamie;NEOLA;2015;860.0
(41.3366123, -95.5423935);Pottawattamie;CARSON;2015;812.0
(41.3366123, -95.5423935);Pottawattamie;CARTER LAKE;2015;3794.0
(41.3366123, -95.5423935);Pottawattamie;TREYNOR;2015;949.0
(41.3366123, -95.5423935);Pottawattamie;UNDERWOOD;2015;938.0
(41.3366123, -95.5423935);Pottawattamie;SHELBY;2014;23.0
(41.3366123, -95.5423935);Pottawattamie;MCCLELLAND;2014;152.0
(41.3366123, -95.5423935);Pottawattamie;MACEDONIA;2014;241.0
(41.3366123, -95.5423935);Pottawattamie;WALNUT;2014;780.0
(41.3366123, -95.5423935);Pottawattamie;CARSON;2014;809.0
(41.3366123, -95.5423935);Pottawattamie;MINDEN;2014;590.0
(41.3366123, -95.5423935);Pottawattamie;TREYNOR;2014;939.0
(41.3366123, -95.5423935);Pottawattamie;CARTER LAKE;2014;3776.0
(41.6855048, -95.5423935);Pottawattamie;AVOCA;2014;1503.0
(41.3366123, -95.5423935);Pottawattamie;BALANCE OF POTTAWATTAMIE COUNTY;2014;17948.0
(41.3366123, -95.5423935);Pottawattamie;HANCOCK;2014;196.0
(41.3366123, -95.5423935);Pottawattamie;CRESCENT;2014;607.0
(41.3366123, -95.5423935);Pottawattamie;COUNCIL BLUFFS;2014;62338.0
(41.3366123, -95.5423935);Pottawattamie;UNDERWOOD;2014;935.0
(41.3366123, -95.5423935);Pottawattamie;NEOLA;2014;855.0
(41.3366123, -95.5423935);Pottawattamie;OAKLAND;2014;1507.0
(41.3366123, -95.5423935);Pottawattamie;OAKLAND;2013;1501.0
(41.3366123, -95.5423935);Pottawattamie;MCCLELLAND;2013;149.0
(41.3366123, -95.5423935);Pottawattamie;BALANCE OF POTTAWATTAMIE COUNTY;2013;17858.0
(41.3366123, -95.5423935);Pottawattamie;SHELBY;2013;23.0
(41.6855048, -95.5423935);Pottawattamie;AVOCA;2013;1503.0
(41.3366123, -95.5423935);Pottawattamie;COUNCIL BLUFFS;2013;62069.0
(41.3366123, -95.5423935);Pottawattamie;MACEDONIA;2013;241.0
(41.3366123, -95.5423935);Pottawattamie;MINDEN;2013;591.0
(41.3366123, -95.5423935);Pottawattamie;TREYNOR;2013;931.0
(41.3366123, -95.5423935);Pottawattamie;NEOLA;2013;849.0
(41.3366123, -95.5423935);Pottawattamie;WALNUT;2013;778.0
(41.3366123, -95.5423935);Pottawattamie;CARSON;2013;804.0
(41.3366123, -95.5423935);Pottawattamie;HANCOCK;2013;195.0
(41.3366123, -95.5423935);Pottawattamie;UNDERWOOD;2013;934.0
(41.3366123, -95.5423935);Pottawattamie;CARTER LAKE;2013;3770.0
(41.3366123, -95.5423935);Pottawattamie;CRESCENT;2013;614.0
(41.3366123, -95.5423935);Pottawattamie;NEOLA;2012;851.0
(41.3366123, -95.5423935);Pottawattamie;CARSON;2012;804.0
(41.3366123, -95.5423935);Pottawattamie;BALANCE OF POTTAWATTAMIE COUNTY;2012;17875.0
(41.3366123, -95.5423935);Pottawattamie;TREYNOR;2012;922.0
(41.6855048, -95.5423935);Pottawattamie;AVOCA;2012;1506.0
(41.3366123, -95.5423935);Pottawattamie;SHELBY;2012;23.0
(41.3366123, -95.5423935);Pottawattamie;OAKLAND;2012;1508.0
(41.3366123, -95.5423935);Pottawattamie;COUNCIL BLUFFS;2012;62137.0
(41.3366123, -95.5423935);Pottawattamie;WALNUT;2012;780.0
(41.3366123, -95.5423935);Pottawattamie;HANCOCK;2012;194.0
(41.3366123, -95.5423935);Pottawattamie;UNDERWOOD;2012;935.0
(41.3366123, -95.5423935);Pottawattamie;CRESCENT;2012;614.0
(41.3366123, -95.5423935);Pottawattamie;MACEDONIA;2012;244.0
(41.3366123, -95.5423935);Pottawattamie;MCCLELLAND;2012;150.0
(41.3366123, -95.5423935);Pottawattamie;MINDEN;2012;593.0
(41.3366123, -95.5423935);Pottawattamie;CARTER LAKE;2012;3770.0
(41.3366123, -95.5423935);Pottawattamie;CARSON;2011;809.0
(41.6855048, -95.5423935);Pottawattamie;AVOCA;2011;1515.0
(41.3366123, -95.5423935);Pottawattamie;CARTER LAKE;2011;3791.0
(41.3366123, -95.5423935);Pottawattamie;MACEDONIA;2011;246.0
(41.3366123, -95.5423935);Pottawattamie;COUNCIL BLUFFS;2011;62487.0
(41.3366123, -95.5423935);Pottawattamie;TREYNOR;2011;923.0
(41.3366123, -95.5423935);Pottawattamie;MINDEN;2011;598.0
(41.3366123, -95.5423935);Pottawattamie;SHELBY;2011;23.0
(41.3366123, -95.5423935);Pottawattamie;OAKLAND;2011;1523.0
(41.3366123, -95.5423935);Pottawattamie;BALANCE OF POTTAWATTAMIE COUNTY;2011;18001.0
(41.3366123, -95.5423935);Pottawattamie;UNDERWOOD;2011;945.0
(41.3366123, -95.5423935);Pottawattamie;MCCLELLAND;2011;151.0
(41.3366123, -95.5423935);Pottawattamie;HANCOCK;2011;196.0
(41.3366123, -95.5423935);Pottawattamie;CRESCENT;2011;619.0
(41.3366123, -95.5423935);Pottawattamie;WALNUT;2011;786.0
(41.3366123, -95.5423935);Pottawattamie;NEOLA;2011;858.0
(41.3366123, -95.5423935);Pottawattamie;BALANCE OF POTTAWATTAMIE COUNTY;2010;18011.0
(41.3366123, -95.5423935);Pottawattamie;WALNUT;2010;786.0
(41.3366123, -95.5423935);Pottawattamie;CARSON;2010;813.0
(41.3366123, -95.5423935);Pottawattamie;COUNCIL BLUFFS;2010;62368.0
(41.3366123, -95.5423935);Pottawattamie;TREYNOR;2010;921.0
(41.3366123, -95.5423935);Pottawattamie;CRESCENT;2010;618.0
(41.3366123, -95.5423935);Pottawattamie;UNDERWOOD;2010;943.0
(41.3366123, -95.5423935);Pottawattamie;SHELBY;2010;23.0
(41.3366123, -95.5423935);Pottawattamie;NEOLA;2010;846.0
(41.3366123, -95.5423935);Pottawattamie;HANCOCK;2010;196.0
(41.3366123, -95.5423935);Pottawattamie;MCCLELLAND;2010;151.0
(41.6855048, -95.5423935);Pottawattamie;AVOCA;2010;1510.0
(41.3366123, -95.5423935);Pottawattamie;MACEDONIA;2010;246.0
(41.3366123, -95.5423935);Pottawattamie;MINDEN;2010;600.0
(41.3366123, -95.5423935);Pottawattamie;CARTER LAKE;2010;3791.0
(41.3366123, -95.5423935);Pottawattamie;OAKLAND;2010;1529.0
(41.3366123, -95.5423935);Pottawattamie;NEOLA;2010;842.0
(41.3366123, -95.5423935);Pottawattamie;BALANCE OF POTTAWATTAMIE COUNTY;2010;18003.0
(41.3366123, -95.5423935);Pottawattamie;UNDERWOOD;2010;917.0
(41.6855048, -95.5423935);Pottawattamie;AVOCA;2010;1506.0
(41.3366123, -95.5423935);Pottawattamie;SHELBY;2010;23.0
(41.3366123, -95.5423935);Pottawattamie;HANCOCK;2010;196.0
(41.3366123, -95.5423935);Pottawattamie;CRESCENT;2010;617.0
(41.3366123, -95.5423935);Pottawattamie;CARTER LAKE;2010;3785.0
(41.3366123, -95.5423935);Pottawattamie;MCCLELLAND;2010;151.0
(41.3366123, -95.5423935);Pottawattamie;MINDEN;2010;599.0
(41.3366123, -95.5423935);Pottawattamie;COUNCIL BLUFFS;2010;62230.0
(41.3366123, -95.5423935);Pottawattamie;WALNUT;2010;785.0
(41.3366123, -95.5423935);Pottawattamie;OAKLAND;2010;1527.0
(41.3366123, -95.5423935);Pottawattamie;MACEDONIA;2010;246.0
